stage,run,window,overrides,total_return,cagr,sharpe,max_drawdown,profit_multiple_vs_spy,n_trades,win_rate,avg_R,profit_factor,avg_exposure,n_triggered,elapsed_s
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 20, ""exit.breakeven_",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 20, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.333,0.0674,0.585,-0.2044,0.826,1148,0.3319,0.113,1.277,0.6167,1148,1.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 20, ""exit.breakeven_",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 20, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.0256,0.0558,0.492,-0.1668,0.635,878,0.3907,0.144,1.236,0.67,878,1.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.5237,0.1018,0.774,-0.2897,1.564,726,0.3457,0.218,1.384,0.7158,726,1.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.3923,0.0986,0.763,-0.3364,1.482,655,0.3802,0.274,1.384,0.7214,655,1.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.6064,0.0765,0.614,-0.2338,0.995,822,0.2652,0.205,1.34,0.6885,822,1.8
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 50, ""exit.breakeven_",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 50, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.9761,0.0876,0.68,-0.2013,1.224,718,0.2869,0.271,1.462,0.6988,718,1.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.793,0.0823,0.64,-0.2719,1.111,564,0.2819,0.298,1.323,0.7388,564,1.6
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 0.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.113,0.0913,0.703,-0.2792,1.309,563,0.286,0.308,1.365,0.7384,563,1.5
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 0.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.2456,0.0948,0.746,-0.1624,1.391,672,0.2113,0.264,1.435,0.7148,672,1.7
exits,"{""exit.target_R"": 5.0, ""exit.trail_ma"": 100, ""exit.breakeven",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.5609,0.1027,0.803,-0.1631,1.587,663,0.2127,0.278,1.511,0.7181,663,1.8
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.015, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 4, ""risk.max_weight"": 0.2, ""risk.risk_per_trade"": 0.015, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.997,0.0881,0.749,-0.16,1.237,383,0.2245,0.321,1.595,0.6086,383,1.7
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.015, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 4, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.015, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.6825,0.1055,0.75,-0.162,1.662,383,0.2245,0.321,1.59,0.7308,383,1.7
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.025, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 4, ""risk.max_weight"": 0.2, ""risk.risk_per_trade"": 0.025, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",1.997,0.0881,0.749,-0.16,1.237,383,0.2245,0.321,1.595,0.6086,383,1.5
exposure,"{""risk.max_positions"": 4, ""risk.risk_per_trade"": 0.025, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 4, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.7938,0.1081,0.748,-0.1652,1.731,383,0.2245,0.321,1.61,0.7413,383,1.5
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.015, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.2, ""risk.risk_per_trade"": 0.015, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.8609,0.1096,0.823,-0.2194,1.773,543,0.2155,0.3,1.53,0.7253,543,1.6
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.015, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.015, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",3.0784,0.1143,0.812,-0.1648,1.907,462,0.2143,0.27,1.673,0.7389,462,1.6
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.025, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.2, ""risk.risk_per_trade"": 0.025, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.8609,0.1096,0.823,-0.2194,1.773,543,0.2155,0.3,1.53,0.7253,543,1.7
exposure,"{""risk.max_positions"": 6, ""risk.risk_per_trade"": 0.025, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",3.1905,0.1166,0.817,-0.2112,1.977,493,0.215,0.289,1.626,0.7436,493,1.7
exposure,"{""risk.max_positions"": 8, ""risk.risk_per_trade"": 0.015, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 8, ""risk.max_weight"": 0.2, ""risk.risk_per_trade"": 0.015, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.6556,0.1049,0.797,-0.2191,1.646,597,0.2144,0.285,1.502,0.7257,597,1.9
exposure,"{""risk.max_positions"": 8, ""risk.risk_per_trade"": 0.015, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 8, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.015, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.874,0.1099,0.781,-0.1662,1.781,494,0.2085,0.214,1.642,0.7385,494,1.7
exposure,"{""risk.max_positions"": 8, ""risk.risk_per_trade"": 0.025, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 8, ""risk.max_weight"": 0.2, ""risk.risk_per_trade"": 0.025, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.6556,0.1049,0.797,-0.2191,1.646,597,0.2144,0.285,1.502,0.7257,597,1.7
exposure,"{""risk.max_positions"": 8, ""risk.risk_per_trade"": 0.025, ""ris",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 8, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.5675,0.1028,0.729,-0.2116,1.591,509,0.2102,0.229,1.529,0.742,509,1.7
stops,"{""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": tru",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": true, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",5.2046,0.1508,1.028,-0.1437,3.225,493,0.213,0.362,1.906,0.7285,493,1.7
stops,"{""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": fal",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",6.3964,0.1665,1.116,-0.1423,3.963,376,0.2633,0.495,2.202,0.7488,376,1.7
stops,"{""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": tru",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": true, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.4988,0.1012,0.703,-0.2551,1.548,437,0.222,0.303,1.58,0.7553,437,1.7
stops,"{""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": fal",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.08, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",5.0149,0.1481,0.93,-0.1972,3.107,220,0.3955,0.407,2.229,0.8105,220,1.4
stops,"{""risk.stop_pct"": 0.1, ""risk.stop_use_contraction_low"": true",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.1, ""risk.stop_use_contraction_low"": true, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.83,0.1089,0.751,-0.2438,1.754,437,0.222,0.3,1.666,0.7553,437,1.6
stops,"{""risk.stop_pct"": 0.1, ""risk.stop_use_contraction_low"": fals",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.1, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.2107,0.0939,0.661,-0.1892,1.37,180,0.4944,0.443,2.092,0.8147,180,1.4
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 200,",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.market_filter"": true, ""entry.market_filter_ma"": 200, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.setup_max_active_days"": 20, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",3.1663,0.1161,0.811,-0.1753,1.962,368,0.2391,0.401,1.576,0.738,368,17.6
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 200,",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.market_filter"": true, ""entry.market_filter_ma"": 200, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.setup_max_active_days"": 40, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",6.3964,0.1665,1.116,-0.1423,3.963,376,0.2633,0.495,2.202,0.7488,376,1.5
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100,",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.market_filter"": true, ""entry.market_filter_ma"": 100, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.setup_max_active_days"": 20, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.1616,0.0926,0.701,-0.2091,1.339,337,0.2136,0.258,1.541,0.7032,337,1.2
market,"{""entry.market_filter"": true, ""entry.market_filter_ma"": 100,",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.market_filter"": true, ""entry.market_filter_ma"": 100, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.setup_max_active_days"": 40, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",4.1494,0.1344,0.952,-0.1791,2.571,355,0.2282,0.347,2.004,0.7189,355,1.4
market,"{""entry.market_filter"": false, ""entry.market_filter_ma"": 200",IS,"{""entry.bo_vol_mult"": 1.4, ""entry.market_filter"": false, ""entry.market_filter_ma"": 200, ""entry.rank_by"": ""tightness"", ""exit.breakeven_at_R"": 1.0, ""exit.target_R"": 5.0, ""exit.trail_activation_R"": 1.0, ""exit.trail_ma"": 100, ""risk.max_positions"": 6, ""risk.max_weight"": 0.3, ""risk.risk_per_trade"": 0.025, ""risk.stop_pct"": 0.05, ""risk.stop_use_contraction_low"": false, ""tt.rs_percentile_min"": 70.0, ""vcp.base_min_days"": 15, ""vcp.contraction_ratio_max"": 0.5, ""vcp.final_depth_max"": 0.06, ""vcp.min_contractions"": 3, ""vcp.pivot_max_below_base_high"": 0.15, ""vcp.setup_max_active_days"": 20, ""vcp.swing_window"": 2, ""vcp.vdu_ratio_max"": 1.0}",2.2354,0.0946,0.66,-0.2541,1.385,424,0.2052,0.25,1.45,0.7964,424,1.2
