score,total_return_pct,ann_return_pct,n_trades,win_rate,profit_factor,expectancy_pct,max_dd_pct,sharpe,avg_bars_held,timeframe,require_above_vwap,momentum_mode,momentum_lookback,momentum_min_gain_atr,hod_dist_atr,hod_day_gain_atr,relvol_min,pullback_def,min_pullback_bars,max_pullback_bars,pullback_hold_ema,market_filter,rsi_filter,rsi_min,rsi_max,macd_filter,macd_rising,stop_mode,stop_atr_mult,stop_pct,stop_cap_pct,target_mode,target_rr,target_pct,trail_mode,trail_atr_mult,trail_pct,trail_activate_rr,entry_start_min,entry_end_min,eod_exit_min,sizing_mode,risk_per_trade_pct,pos_leverage_cap,max_concurrent
-5.099767886542786,1.3775258316073513,6.525137162728978,63,38.095238095238095,1.1619861092479113,0.06778105921005996,-12.954587436300274,0.3726062925529886,5.428571428571429,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,2,False,True,True,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.183671703306837,2.00505675303575,9.60602936553132,70,40.0,1.085311064320043,0.03695669818895445,-14.377456912685174,0.25361101541752207,5.357142857142857,15m,True,either,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,True,False,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.3864857851008665,-1.2630342346029333,-5.70358708548897,50,38.0,1.0340483976165382,0.014914080440173647,-8.246903100995866,-1.2159855381125688,5.22,15m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,2,False,False,True,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.423539633749044,1.5229237405853135,7.2328576681939705,67,38.80597014925373,1.1777975158727445,0.07510339079050861,-13.892926748668716,0.39566343519103175,5.447761194029851,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,2,False,True,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.551004391443775,0.4354022364197352,2.0275835873547976,51,39.21568627450981,1.1140022463129464,0.04796586328502903,-11.97281325572702,-0.18583724513037678,4.96078431372549,15m,True,surge,4,1.0,1.0,2.0,1.3,lower_high,1,3,True,True,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.66927310648617,0.7192229480577295,3.3665261770008836,60,38.333333333333336,1.052898097883291,0.022165961521650807,-12.776992109087798,-0.10388035988054817,5.3,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,3,True,True,True,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.73629918852472,2.2595449114679145,10.87516259959731,43,41.86046511627907,1.1240562035293753,0.05335520066926735,-8.99168819998527,-0.02132971769392289,4.651162790697675,15m,True,surge,4,1.5,1.0,2.0,1.3,lower_high,1,3,False,True,False,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.7990143387191155,2.303816497323763,11.09711589776361,74,40.54054054054054,1.088407825410025,0.03833359367019065,-16.205661672085757,0.3182049307381952,5.364864864864865,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,3,False,True,False,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-5.900993705440419,1.9550665488312635,9.358071345945884,77,40.25974025974026,1.126023398526377,0.052634019917259155,-15.712120508543364,0.23148179051759926,5.1688311688311686,15m,True,either,4,1.0,1.0,2.0,1.3,lower_high,1,3,False,True,False,50.0,80.0,False,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
-6.1163431044714685,1.8550428944537511,8.863260442539467,46,39.130434782608695,1.190787537262609,0.0795958865602293,-11.94277199785044,0.2076308205162252,5.108695652173913,15m,True,surge,4,1.0,1.0,2.0,1.3,lower_high,1,2,False,True,True,50.0,80.0,True,False,pullback_low,1.0,0.5,1.5,rr,2.0,1.0,none,1.5,0.4,1.0,575,930,955,risk,1.0,2.0,4
