symbol,entry_date,year,r,pnl,win,reason,hold,n_contractions,final_depth,first_depth,tighten_ratio,vdu_ratio,base_len_days,pivot_vs_top,wait_days,regime_on
FMX,2009-11-25,2009,-0.0211200297574773,-105.8252755109015,False,stop,16,4,0.02722,0.12526,0.21730799936132844,0.4716,30,-0.058647713485964426,5,True
FN,2018-12-04,2018,-1.0156715009227515,-25997.42930505211,False,stop,1,3,0.05906,0.12014,0.49159314133510906,0.8615,25,0.12808947035308704,6,True
FNF,2012-04-10,2012,0.5411677767012323,3246.120629436982,True,trail_ma,38,6,0.03363,0.06875,0.4891636363636363,0.8361,92,0.12373351437795654,20,True
FNF,2013-04-30,2013,-1.0321765554115654,-9375.298533039784,False,stop,2,3,0.03286,0.06918,0.47499277247759464,0.8433,44,0.02450542300570735,4,True
FNF,2014-05-02,2014,-0.0217824474516421,-434.6755761668237,False,stop,20,6,0.03,0.09704,0.3091508656224237,0.7142,81,-0.04792549004589597,6,True
FNKO,2026-07-14,2026,0.3367516300814854,14335.5706718747,True,end_of_test,13,3,0.09431,0.25944,0.36351372186247305,0.739,30,-0.07717573977877257,14,True
FOLD,2026-03-20,2026,0.552749028653903,1735.4152289304411,True,delisted,26,4,0.00139,0.00418,0.33253588516746413,0.6038,25,0.0020891843567389934,1,True
FOSL,2007-04-12,2007,1.2483148924898408,524.5927316468691,True,trail_ma,52,3,0.05421,0.13165,0.4117736422331941,0.7889,29,-0.05666901405433833,6,True
FOSL,2010-08-09,2010,5.97592989907725,29785.581201360917,True,target,60,3,0.05503,0.17736,0.3102728912945422,0.6437,30,-0.002186592636577722,4,True
FOXA,2025-08-04,2025,-0.5135347760244793,-7976.257976279605,False,trail_ma,2,4,0.05664,0.18747,0.30212834053448556,0.76,52,-0.017328881917007655,32,True
FR,2007-02-09,2007,-1.020759857015788,-2726.430795083124,False,stop,11,3,0.02912,0.08291,0.3512242190326861,0.7196,35,-0.04096066001823828,12,True
FRHC,2021-04-01,2021,-0.0168713009227488,-866.9332069132338,False,stop,5,3,0.0947,0.25564,0.3704428102018464,0.6765,20,-0.09127655584622263,2,True
FRT,2005-04-14,2005,5.96293571146378,7016.592491527711,True,target,59,6,0.03178,0.09292,0.34201463624623335,0.9665,66,-0.053741478469307324,5,True
FRT,2005-11-09,2005,-0.0302087120569246,-51.44557799440047,False,stop,28,3,0.03664,0.09166,0.3997381627754745,0.8814,42,-0.03048940039174619,6,True
FSP,2013-02-27,2013,1.343527332022201,1803.3726620097773,True,trail_ma,52,4,0.03536,0.09549,0.37030055503194054,0.9299,65,0.1703907971846257,11,True
FTAI,2017-03-07,2017,-1.0219135059104374,-10080.154769812008,False,stop,28,3,0.03148,0.07644,0.41182626896912616,0.5714,22,0.01802392546888454,14,True
FTI,2004-07-12,2004,1.2081805230528582,2283.524574212996,True,trail_ma,77,3,0.04831,0.14389,0.3357425811383696,0.8427,29,-0.04509484472363512,21,True
FTK,2014-03-20,2014,-0.0212589129111599,-484.3426382885049,False,stop,1,5,0.05342,0.11354,0.47049497974282195,0.8475,88,0.2302189957938856,3,True
FTNT,2017-12-19,2017,0.2896499702624189,8834.8094633292,True,trail_ma,32,3,0.03049,0.10301,0.2959906805164547,0.7097,51,0.07086812785294438,11,True
FTNT,2024-09-12,2024,0.9935140851105404,37699.96861413977,True,trail_ma,39,6,0.03355,0.12097,0.277341489625527,0.7183,87,0.15972635287826442,10,True
FUL,2016-09-21,2016,-1.0233910258004717,-1901.7699981567025,False,stop,1,3,0.03146,0.13089,0.24035449614179846,0.6251,42,-0.01629843297991085,21,True
FUN,2013-09-16,2013,-0.4274952050020927,-8799.512081726258,False,trail_ma,18,4,0.02586,0.09523,0.27155308201197104,0.584,48,-0.015668703736817835,35,True
FVRR,2025-01-06,2025,-1.0156715009227506,-53621.05631080231,False,stop,3,3,0.07768,0.1582,0.49102402022756003,0.5998,44,0.03212971931625863,1,True
FWONK,2025-06-20,2025,-0.3422040293958157,-11899.52541779462,False,trail_ma,29,4,0.03202,0.14033,0.22817644124563527,0.7385,68,-0.038698319296530004,19,True
FWRD,2014-04-22,2014,-0.6799666509544847,-10505.132733564466,False,trail_ma,3,3,0.02147,0.11359,0.18901311735187956,0.6463,37,-0.029303464860682915,22,True
FYBR,2025-01-06,2025,1.2627447101590905,16192.796916697906,True,trail_ma,53,5,0.00788,0.06993,0.11268411268411267,0.6195,40,-0.037793073983028,2,True
G,2015-11-24,2015,-0.0486975822916057,-244.40184199911243,False,stop,6,5,0.02151,0.08715,0.246815834767642,0.9271,58,0.09368171912591183,11,True
G,2019-04-22,2019,-0.2200194548229954,-1752.9485101165062,False,stop_gap,10,4,0.02313,0.17136,0.13497899159663865,0.7291,88,0.16983582197701486,6,True
GAIN,2017-05-15,2017,-0.1566946684247376,-2522.8521914096045,False,trail_ma,6,3,0.02412,0.09042,0.2667551426675514,0.5634,32,-0.011455265375633683,24,True
GASS,2007-07-20,2007,-1.0193071730650836,-4742.664710906191,False,stop,4,4,0.04273,0.13678,0.31239947360725245,0.7695,40,0.1075606947616361,19,True
GATX,2005-08-10,2005,-0.03531472054281,-50.94268690147814,False,stop,24,3,0.03088,0.07388,0.4179750947482404,0.8238,36,0.09157306925245856,1,True
GATX,2023-05-25,2023,1.5239075090427152,52800.61767362842,True,trail_ma,46,4,0.03643,0.1005,0.3624875621890547,0.8431,44,-0.051633877791531835,33,True
GCO,2010-11-19,2010,0.9673748939295428,4139.623764905948,True,trail_ma,33,5,0.06158,0.16972,0.3628329012491162,0.7823,68,0.1551489818880709,14,True
GD,2017-01-30,2017,-0.0535093526929405,-1265.9427569715056,False,trail_ma,40,3,0.02669,0.06713,0.3975867719350514,0.732,29,-0.00960628301986366,8,True
GDEN,2021-10-07,2021,-1.015671500922749,-17776.023619833017,False,stop,10,4,0.08164,0.22038,0.3704510391142572,0.7882,40,-0.055596095133796486,3,True
GDOT,2014-01-28,2014,-2.036568056261456,-46624.72755136456,False,stop_gap,3,5,0.07859,0.25968,0.3026417128773875,0.7801,71,-0.0435926276138775,10,True
GE,2016-04-22,2016,-0.5509687729190171,-6827.681511830627,False,trail_ma,8,4,0.02615,0.12734,0.20535574053714464,0.6261,50,-0.020803723160390808,27,True
GEF,2022-12-01,2022,-1.1458794669281234,-74521.84868124312,False,stop_gap,5,3,0.06755,0.14077,0.47986076578816506,0.716,36,0.03757842248734722,16,True
GEL,2011-06-10,2011,-1.0211922999561305,-11383.730378818418,False,stop,4,3,0.03917,0.09186,0.4264097539734379,0.9904,26,-0.03166360631723797,3,True
GEL,2012-12-31,2012,5.964343613620075,46801.2130263945,True,target,30,4,0.03909,0.07876,0.4963179278821737,0.9147,40,0.05377826770693028,7,True
GEL,2021-05-14,2021,0.5478664433005661,29965.3668148609,True,trail_ma,44,4,0.06379,0.21731,0.2935437853757305,0.7039,37,-0.0506276177228725,4,True
GEN,2024-11-01,2024,-0.0168713009227495,-897.9595594707287,False,stop,32,3,0.02833,0.09405,0.30122275385433284,0.789,48,0.04917916592803717,18,True
GEO,2007-06-22,2007,-1.0174602300241904,-5104.162300550645,False,stop,13,6,0.0613,0.15354,0.39924449654813077,0.8537,82,0.11663465400430639,4,True
GEO,2015-01-28,2015,-0.3540758197314006,-2864.582127274874,False,trail_ma,27,3,0.02665,0.0958,0.2781837160751566,0.8131,35,0.017839467440902146,6,True
GEO,2023-02-09,2023,-1.0160272714284415,-63533.772512749885,False,stop,3,4,0.06667,0.17122,0.3893820815325312,0.7218,39,-0.05948551415428294,8,True
GFL,2024-08-02,2024,-1.0186287558259757,-58148.86118563853,False,stop,1,6,0.0575,0.12939,0.4443929206275601,0.8899,78,0.11694500829623578,2,True
GHC,2013-09-24,2013,2.083091587171954,23088.69844162133,True,trail_ma,50,3,0.03704,0.07462,0.49638166711337434,0.8674,33,-0.02526496243595877,1,True
GHC,2025-02-10,2025,-0.0226699117807844,-930.4203246603574,False,stop,17,3,0.02636,0.12306,0.21420445311230296,0.9373,31,-0.05728954954869192,8,True
GIC,2010-04-26,2010,-1.0197132029570406,-6517.608186940409,False,stop,6,4,0.05435,0.13196,0.4118672324946954,0.8271,54,0.3112472298916067,6,True
GIFI,2011-07-29,2011,-1.0182435513232455,-12581.888884551538,False,stop,2,4,0.0587,0.23281,0.2521369356986384,0.7732,53,-0.04779248421726956,10,True
GIII,2013-05-16,2013,2.168074606791336,12760.940075033852,True,trail_ma,66,3,0.03865,0.09069,0.4261770867791377,0.5747,25,0.011059427297139157,8,True
GIII,2023-11-02,2023,-0.0241625227994164,-1011.3490968848442,False,stop,6,5,0.04661,0.17802,0.26182451409953933,0.7063,58,0.13618154567701946,1,True
GIL,2019-08-02,2019,-1.1834861524016531,-19344.237295366034,False,stop_gap,1,3,0.02779,0.06488,0.4283292231812577,0.7546,36,0.039663985828709114,17,True
GILD,2024-11-07,2024,-1.015671500922751,-58374.23471046743,False,stop,8,5,0.03265,0.07674,0.42546260099035704,0.9863,67,0.15460408404082893,4,True
GLOB,2019-02-15,2019,-1.0156715009227515,-24991.112750148008,False,stop,13,3,0.05966,0.12224,0.48805628272251306,0.9191,31,0.20517244010136038,2,True
GNK,2024-02-22,2024,3.0146918455397023,158110.34837488557,True,trail_ma,77,3,0.05815,0.13185,0.44103147516116803,0.8694,54,0.13896635975990357,1,True
GNTX,2010-01-29,2010,0.3354487779371053,1518.915770753368,True,trail_ma,43,3,0.05773,0.12058,0.478769281804611,0.9631,41,0.029724981721326316,24,True
GNW,2014-03-19,2014,-0.0273880675576649,-472.81568992640416,False,stop,6,3,0.04075,0.14985,0.2719386052719386,0.9232,44,0.02567166001049448,2,True
GO,2020-11-04,2020,-0.0168713009227501,-696.4751008410674,False,stop,2,6,0.07631,0.19874,0.3839690047297977,0.6693,114,0.0992442959947506,9,True
GOOD,2019-08-07,2019,1.3160496343946873,33409.705974503006,True,trail_ma,57,3,0.03747,0.08933,0.41945594984887496,0.7765,59,-0.03304708893745001,9,True
GOOG,2025-02-04,2025,-1.0156715009227495,-49373.638167167046,False,stop,1,3,0.04769,0.1017,0.46892822025565395,0.6605,37,0.0780318684096144,18,True
GPRK,2026-03-06,2026,-0.0168713009227493,-660.0135714683404,False,stop,18,3,0.05747,0.14191,0.40497498414488053,0.848,19,-0.042904125340654686,5,True
GS,2014-12-10,2014,-1.0256015063842765,-17086.897132604954,False,stop,3,3,0.01904,0.09625,0.19781818181818184,0.7249,36,0.008918155265133842,10,True
GSAT,2014-01-30,2014,5.972369102570518,140816.67459308432,True,target,26,3,0.05263,0.15049,0.3497242341683833,0.3793,28,-0.07766989152618076,4,True
GSBD,2019-12-12,2019,-0.4934400000616515,-18903.804534469036,False,trail_ma,49,4,0.02169,0.06411,0.3383247543284979,0.7396,50,0.028843914688772232,4,True
GSL,2023-07-07,2023,-0.0214208242059529,-1266.3771728868887,False,stop,6,3,0.0437,0.17498,0.24974282775174309,0.618,46,-0.04840813512549824,9,True
GSM,2014-03-31,2014,-1.024994820205811,-1577.258217789229,False,stop,5,3,0.04275,0.09713,0.44013178214763726,0.6295,38,0.10949126020853384,10,True
GT,2006-01-27,2006,-1.7459974534743434,-4132.390526330609,False,stop_gap,2,6,0.0495,0.22377,0.22120927738302723,0.7001,64,0.10248621573738625,15,True
GT,2015-05-07,2015,1.4475139158994457,23886.29265302168,True,trail_ma,37,4,0.0418,0.16494,0.25342548805626286,0.8108,71,-0.0400399658062206,11,True
GVA,2005-11-18,2005,-1.0156715009227495,-2538.160476828311,False,stop,20,3,0.07864,0.16878,0.46593198246237705,0.7778,30,-0.05761460293914078,3,True
GWW,2006-01-03,2006,-0.0435833335522964,-31.921647237639363,False,stop,17,6,0.02441,0.05291,0.46134946134946136,0.9502,56,0.12614698490164367,6,True
GWW,2012-04-12,2012,-0.2611120038306728,-1237.550686602989,False,stop_gap,1,3,0.02168,0.06979,0.31064622438744804,0.652,23,0.029171179828964888,32,True
H,2014-04-30,2014,0.6529240155155029,13413.725880173732,True,trail_ma,65,3,0.04137,0.09909,0.4174992431123221,0.9371,32,0.0476755095000605,38,True
HAFC,2005-02-22,2005,-1.0278059718152468,-1582.7612080836147,False,stop,1,4,0.03034,0.0762,0.3981627296587926,0.5453,46,-0.03384564467186291,7,True
HAIN,2011-05-04,2011,-0.0217402194581062,-78.01918625643066,False,stop,1,3,0.04237,0.08804,0.4812585188550659,0.5119,39,0.11662290020124289,4,True
HALO,2018-03-13,2018,-1.015671500922751,-30335.31130446321,False,stop,8,3,0.04724,0.17022,0.2775232052637763,0.9089,35,-0.014549036479104882,4,True
HBAN,2024-03-06,2024,-0.3137482846662006,-17995.86891311452,False,trail_ma,29,3,0.03369,0.08663,0.3888953018584786,0.926,34,-0.007598512704603211,7,True
HCA,2014-03-05,2014,-0.8767639703151493,-8090.830972374138,False,trail_ma,4,3,0.02665,0.08211,0.32456460845207646,0.9596,29,-0.021445370368897043,6,True
HCA,2018-09-04,2018,-0.5189475074842376,-10486.882667844327,False,trail_ma,28,4,0.01745,0.06936,0.25158592848904265,0.7323,48,0.21635270559155217,3,True
HCI,2013-01-15,2013,-0.0175919295880748,-203.8700189359216,False,stop,8,3,0.06522,0.16864,0.38674098671726753,0.7008,34,0.04545494851220533,1,True
HCSG,2025-09-30,2025,-1.015671500922749,-39904.338778377416,False,stop,8,3,0.03839,0.19517,0.19670031254803505,0.7129,43,0.01017169775859239,20,True
HDB,2010-04-01,2010,-0.0168713009227492,-87.02978219933301,False,stop,22,3,0.06115,0.17105,0.35749780765857936,0.7643,45,-0.03232316268800273,6,True
HEI,2024-05-28,2024,0.4557192914954368,21735.955253065946,True,trail_ma,37,3,0.03883,0.09056,0.4287765017667845,0.9233,58,0.08084134082120542,6,True
HEI-A,2018-04-24,2018,-1.0156715009227493,-2207.5808771114544,False,stop,4,3,0.08322,0.16898,0.4924843176707303,0.8647,46,0.036161252631410123,13,True
HEI-A,2023-05-22,2023,-1.0173038963827064,-57456.2176387074,False,stop,1,3,0.04531,0.09068,0.4996691662990737,0.4637,32,-0.0235420085328939,27,True
HHH,2013-10-09,2013,-0.0245378912187916,-407.285199158958,False,stop,21,5,0.04052,0.09457,0.42846568679285185,0.5606,47,-0.059313489988718326,15,True
HIG,2010-03-02,2010,1.468525099423862,3265.199746471108,True,trail_ma,46,3,0.04829,0.16684,0.28943898345720454,0.8319,31,-0.13081459172260956,2,True
HIW,2016-03-18,2016,-0.0314541953575319,-368.8519871276254,False,stop,41,3,0.02497,0.14638,0.17058341303456753,0.6384,52,0.052293526741189256,3,True
HLI,2017-07-05,2017,-0.0324963178074317,-566.0969906006832,False,stop,25,3,0.02721,0.10188,0.2670789163722026,0.8212,29,-0.04148985610834144,9,True
HLI,2020-05-27,2020,-0.4047081428044749,-14395.301063388217,False,trail_ma,12,3,0.09314,0.21483,0.43355211097146584,0.7974,34,0.0975224487460642,25,True
HLI,2023-09-13,2023,-0.941549269446242,-35505.12392270527,False,trail_ma,27,3,0.03761,0.12045,0.31224574512245745,0.9034,32,-0.011483938031013996,1,True
HLX,2005-01-27,2005,1.3076942122583162,3102.245342548801,True,trail_ma,39,4,0.04795,0.15054,0.3185199946857978,0.9946,38,-0.05056049258206752,2,True
HLX,2016-10-19,2016,-0.0185010074741786,-325.7651086100402,False,stop,2,3,0.06186,0.14691,0.4210741270165407,0.9278,28,0.2499999385519145,1,True
HLX,2024-07-25,2024,-1.0226841589885665,-52690.80603983039,False,stop,2,3,0.04719,0.12069,0.3910017399950286,0.5608,26,0.059482720490728,10,True
HMN,2012-10-25,2012,-0.038705045391433,-245.7443645170333,False,stop,3,6,0.0279,0.10117,0.27577345062765646,0.8257,66,0.013652898431852245,6,True
HOG,2006-09-25,2006,-0.0357318372368394,-10.347084758885046,False,stop,7,6,0.03048,0.08461,0.36024110625221606,0.8639,58,0.12448137542642335,1,True
HOLX,2011-01-31,2011,1.2540955306738566,3235.9265398946136,True,trail_ma,73,4,0.04,0.08203,0.4876264781177618,0.8727,42,0.11207398000644608,11,True
HON,2019-04-18,2019,-0.2888233606802848,-6811.670149101775,False,trail_ma,28,3,0.01831,0.04204,0.43553758325404374,0.6941,30,0.03312517528407155,3,True
HOPE,2021-05-10,2021,-1.0183219788182805,-38080.14856293849,False,stop,2,5,0.05845,0.13265,0.4406332453825858,0.8124,76,0.2640255428943188,3,True
HOPE,2026-04-28,2026,-1.0256038340362452,-32227.79996036485,False,stop,10,4,0.02977,0.16901,0.17614342346606712,0.9546,48,-0.01720089363570898,8,True
HPE,2021-04-21,2021,-0.0369884239658634,-1051.3154819395706,False,stop,7,4,0.02934,0.10458,0.28055077452667815,0.8028,31,0.07243464745325356,3,True
HPQ,2018-08-24,2018,-0.0481545873841441,-27.515490929056234,False,stop,6,4,0.02179,0.06485,0.336006168080185,0.7026,38,0.0175732560774724,6,True
HRB,2012-11-30,2012,-1.0282392756284795,-8477.653150956268,False,stop,3,3,0.03269,0.08869,0.36858721389108123,0.6984,30,0.0005543143978286036,7,True
HRB,2024-05-07,2024,-0.01921604393623,-1182.5722600264146,False,stop,14,3,0.03912,0.12476,0.313562039115101,0.6989,31,-0.09640844446201868,14,True
HRL,2011-05-24,2011,-1.024161723404826,-10676.227801431804,False,stop,1,3,0.02644,0.096,0.2754166666666667,0.8928,54,0.005226579652006791,10,True
HRTG,2018-03-09,2018,-0.4592528632274809,-13912.405327486276,False,trail_ma,3,3,0.0635,0.13943,0.45542566162231946,0.6957,33,-0.08720649977368233,2,True
HSII,2004-04-27,2004,-1.0156715009227486,-2152.2784896001367,False,stop,2,5,0.0728,0.16,0.455,0.9961,67,0.11063854934996686,3,True
HSII,2024-07-30,2024,-0.016871300922749,-1027.3712023507685,False,stop,4,3,0.05231,0.11187,0.4675963171538393,0.5842,22,0.017453708920104116,3,True
HST,2006-11-03,2006,1.021639558819473,2104.595427917068,True,trail_ma,42,6,0.03187,0.07713,0.41319849604563724,0.7809,43,0.029255652192351267,27,True
HST,2024-01-18,2024,-1.0434991048617366,-14240.675133302382,False,stop,9,3,0.02373,0.09411,0.252151737328658,0.6675,55,0.23023992377417435,8,True
HST,2026-01-28,2026,-0.0299857436918534,-833.946830545244,False,stop,27,6,0.03694,0.09494,0.3890878449547083,0.8006,78,0.09091165190845629,6,True
HST,2026-05-07,2026,2.6245569146147543,81652.3911678768,True,end_of_test,58,4,0.03898,0.09571,0.40727196740152544,0.6422,50,0.03713069109226552,4,True
HSY,2023-04-27,2023,-0.0360037053832264,-1262.536605913022,False,stop,17,3,0.02068,0.04243,0.4873909969361301,0.7158,39,0.06870452128981541,6,True
HTGC,2013-10-18,2013,1.3466849000124033,4750.419232566261,True,trail_ma,52,6,0.0328,0.06576,0.4987834549878346,0.5848,66,0.08849889416619972,33,True
HUBB,2023-07-25,2023,-1.5659855742879365,-59943.1370262999,False,stop_gap,1,4,0.02962,0.06329,0.46800442407963344,0.9568,52,0.19966457156517703,4,True
HUM,2012-01-06,2012,-1.022207007769817,-9330.435922258275,False,stop,12,4,0.03668,0.09336,0.39288774635818335,0.4911,32,0.019390473886163218,3,True
HUN,2014-09-11,2014,-0.771731075985284,-19701.44626301351,False,trail_ma,9,3,0.03796,0.09207,0.41229499294015426,0.7659,24,-0.020538461924124007,6,True
HURN,2012-04-23,2012,-1.765624109167328,-17668.5914030467,False,stop_gap,3,3,0.04545,0.11851,0.3835119399206818,0.7732,36,-0.06268367687870335,18,True
HURN,2013-10-09,2013,0.6810142838969448,13210.126848737473,True,trail_ma,33,3,0.07335,0.14969,0.49001269289865723,0.5711,29,-0.14143791543203388,20,True
HURN,2025-01-28,2025,-0.4037631765361488,-17804.568055005744,False,trail_ma,18,3,0.05286,0.10903,0.4848206915527836,0.8673,32,-0.04738287196820923,22,True
HWM,2023-06-02,2023,1.8176526594773863,79171.79870414338,True,trail_ma,53,4,0.03638,0.13973,0.26035926429542694,0.889,35,-0.014874974460936996,31,True
HZO,2014-09-11,2014,-1.0156715009227475,-25929.86997822517,False,stop,9,3,0.0551,0.13734,0.40119411679044714,0.9169,43,0.03007938445251135,5,True
IART,2015-02-11,2015,1.2408907525070416,22501.20972503153,True,trail_ma,49,4,0.04271,0.10066,0.42429962249155573,0.7437,44,0.06742663461293152,24,True
IBM,2025-10-23,2025,2.94372795237334,83471.36835359348,True,trail_ma,47,5,0.03157,0.12264,0.2574200913242009,0.8699,39,-0.08906432334928982,26,True
IBN,2007-06-20,2007,-0.3002409396764474,-1538.3357030220027,False,trail_ma,24,5,0.04944,0.21772,0.22708065405107478,0.7232,68,0.060819492096575445,15,True
IBN,2009-09-09,2009,0.8389534741742638,3220.466561096933,True,trail_ma,35,5,0.08265,0.18975,0.43557312252964425,0.6868,48,0.01687364047055273,2,True
ICE,2015-08-20,2015,-1.4925178808106998,-17125.673754383497,False,stop_gap,2,3,0.04104,0.08512,0.48214285714285715,0.8946,46,-0.0011020544070484695,3,True
ICE,2019-09-09,2019,-1.0231450941254212,-25549.96948771023,False,stop,1,3,0.0255,0.07063,0.36103638680447403,0.9802,31,0.011049801679846816,7,True
ICFI,2018-08-03,2018,-0.0188215126287895,-554.3806530906438,False,stop,32,4,0.05398,0.13092,0.4123128628169874,0.7416,36,0.05767967007778907,9,True
ICLR,2024-01-03,2024,-1.0163018443079508,-40534.42392872991,False,stop,1,4,0.05335,0.12108,0.4406177733729766,0.8593,63,0.03238803237231802,13,True
ICUI,2009-06-02,2009,0.229960249941574,1081.234231625515,True,trail_ma,36,5,0.07832,0.28057,0.2791460241650925,0.8274,67,0.04204448488482537,3,True
ICUI,2021-11-19,2021,-1.0188960841731547,-82897.60956928058,False,stop,4,5,0.05669,0.16631,0.34086946064578194,0.6274,49,-0.1092908061142509,3,True
IDA,2025-02-28,2025,-0.6545874400946551,-29635.80269648033,False,trail_ma,28,4,0.02319,0.1082,0.21432532347504618,0.8374,54,-0.06523629137837883,9,True
IDCC,2023-06-06,2023,-0.0267037040876625,-51.89617866757992,False,stop,40,3,0.04187,0.10764,0.3889817911557042,0.8032,37,0.14182720279799654,1,True
