symbol,entry_date,year,r,pnl,win,reason,hold,n_contractions,final_depth,first_depth,tighten_ratio,vdu_ratio,base_len_days,pivot_vs_top,wait_days,regime_on
KIM,2016-03-17,2016,-0.1783589454211158,-3129.229323733253,False,trail_ma,43,3,0.03444,0.07902,0.4358390280941533,0.6373,41,0.015499264999596862,13,True
KIM,2024-10-15,2024,-0.0346952497762312,-1228.4953078231806,False,stop,8,3,0.0238,0.05611,0.42416681518445915,0.7151,33,0.07344878145795097,29,True
KIM,2024-11-25,2024,-1.078011980219424,-43618.46477322508,False,stop_gap,15,3,0.02541,0.05334,0.4763779527559055,0.9561,41,0.0579589116112913,3,True
KKR,2017-02-08,2017,-0.2975034788911231,-5166.481779676623,False,trail_ma,33,3,0.03695,0.10369,0.35635066062301085,0.7281,30,0.04628007797724698,3,True
KKR,2020-08-11,2020,-1.019629981671588,-38465.00324264477,False,stop,7,3,0.04069,0.12135,0.3353110836423568,0.4788,36,0.127947286810703,8,True
KMB,2019-04-23,2019,0.4722916605909544,555.6891963155146,True,trail_ma,73,4,0.02996,0.10111,0.2963109484719612,0.7723,82,0.059319468889939,6,True
KMI,2024-08-30,2024,-1.0397812224441292,-28231.374966403688,False,stop,7,3,0.02617,0.09015,0.29029395452024404,0.7115,18,-0.010633293458243376,4,True
KNF,2024-12-17,2024,-1.024010108829461,-49423.06580030996,False,stop,1,3,0.04454,0.14909,0.29874572405929306,0.8952,30,0.06118139724610594,3,True
KNSA,2025-10-20,2025,-1.0156715009227484,-34523.44031730472,False,stop,6,4,0.05488,0.1119,0.49043789097408397,0.6644,45,0.2623056388847389,20,True
KNSL,2018-06-11,2018,-1.0159783692175417,-33363.48389029034,False,stop,7,3,0.04215,0.10496,0.4015815548780488,0.7137,29,-0.011541690817872041,4,True
KNTK,2021-06-28,2021,-1.696747349574265,-97842.44163547824,False,stop_gap,1,3,0.05714,0.15556,0.3673180766263821,0.835,35,0.023201914371400845,4,True
KOP,2016-11-03,2016,-1.0156715009227495,-14840.719792414428,False,stop,1,3,0.05613,0.15161,0.3702262383747774,0.6666,30,-0.014863111640872728,12,True
KR,2005-09-14,2005,-0.5566441347894175,-1366.396165637486,False,trail_ma,16,3,0.02876,0.06848,0.4199766355140187,0.7428,33,0.12167541466340981,35,True
KRYS,2023-11-03,2023,-1.0156715009227495,-50615.93388244491,False,stop,1,4,0.07275,0.15356,0.4737561865069028,0.9589,31,-0.11832974212783065,7,True
KSS,2015-03-31,2015,-1.0217951094162947,-1952.2474651564687,False,trail_ma,19,6,0.02389,0.06055,0.3945499587118084,0.8404,69,0.26011596649604996,14,True
KSS,2018-04-02,2018,-0.7776534439813161,-19218.429112675465,False,trail_ma,2,4,0.04953,0.1291,0.3836560805577072,0.7209,21,-0.052284606842292414,2,True
KT,2021-07-23,2021,-0.3292022880278427,-18140.414151996763,False,trail_ma,3,3,0.03083,0.0899,0.34293659621802003,0.8202,29,-0.07035833500701905,8,True
KW,2026-01-28,2026,-0.2296864770854595,-5185.947824313039,False,trail_ma,12,4,0.02817,0.14483,0.19450390112545746,0.9702,47,0.14252866856668378,32,True
KWR,2019-03-01,2019,-1.020040795935454,-21529.091505643017,False,stop,3,5,0.05077,0.14635,0.3469080970276734,0.7568,47,-0.03850128271568898,12,True
L,2024-03-15,2024,-0.0570836510602272,-1210.9150028509364,False,stop,16,3,0.01788,0.04944,0.3616504854368932,0.9405,22,0.004173548714276665,6,True
LAD,2015-11-18,2015,-0.0206065489135699,-48.39799714204736,False,stop,16,3,0.05521,0.14108,0.39133824780266513,0.9722,32,0.0033932004826162654,12,True
LAUR,2021-12-16,2021,1.3450054334987671,99100.63214125282,True,trail_ma,47,3,0.06415,0.12937,0.4958645744763082,0.8089,26,-0.10577713053400628,1,True
LAUR,2025-01-27,2025,-0.0250342915627431,-1043.7683856637946,False,stop,28,3,0.0368,0.08659,0.4249913384917427,0.5378,26,-0.06831830842801823,14,True
LBTYA,2005-09-01,2005,-0.7236488065559332,-692.1309068798012,False,trail_ma,29,5,0.02485,0.05888,0.42204483695652173,0.5817,43,0.01446276449139039,6,True
LDOS,2013-05-31,2013,-1.110969419955765,-3403.7717362824287,False,stop_gap,1,3,0.02402,0.09165,0.2620840152755046,0.7084,54,0.22618410245782106,17,True
LECO,2020-12-10,2020,-0.0769019972821902,-3237.3876935081203,False,trail_ma,32,5,0.03041,0.07485,0.40627922511690046,0.5808,65,0.1821949061590431,6,True
LEG,2004-09-07,2004,-0.5852095087706939,-54.95095029924781,False,trail_ma,26,6,0.04221,0.09992,0.42243795036028825,0.8986,91,0.15119049516125882,2,True
LEN-B,2017-11-16,2017,-0.0194284292362043,-440.4736981261645,False,stop,18,5,0.03469,0.09124,0.3802060499780798,0.8653,46,0.05213979528920465,20,True
LEN-B,2024-01-31,2024,-0.0168713009227492,-905.4641779175508,False,stop,30,4,0.04164,0.11581,0.3595544426215353,0.9767,61,0.26477279808667764,16,True
LFUS,2010-12-01,2010,3.430176008866367,25555.25734811041,True,trail_ma,127,3,0.03226,0.08022,0.4021441037147843,0.8018,30,-0.0011107259202758346,6,True
LH,2007-01-03,2007,-1.045438024963236,-767.0083543378203,False,stop,16,4,0.01867,0.10305,0.1811741872877244,0.7673,52,0.0064924846250160595,10,True
LH,2025-10-24,2025,-1.4383041425746297,-46934.102602949,False,trail_ma,2,4,0.02997,0.08998,0.3330740164480996,0.6062,47,0.05479439971699618,34,True
LHX,2017-10-31,2017,1.2133384818793946,25630.00319043948,True,trail_ma,57,6,0.01547,0.05721,0.27040727145603916,0.9451,82,0.15916290986985882,23,True
LHX,2020-02-04,2020,-1.015671500922749,-41317.625602826505,False,stop,14,6,0.02871,0.08144,0.3525294695481336,0.9471,66,0.015298376718003492,12,True
LHX,2024-10-25,2024,-0.762405595239097,-20822.081713594423,False,trail_ma,22,3,0.03133,0.06341,0.4940861062923829,0.89,27,0.04335994264363885,10,True
LII,2005-07-15,2005,3.929005729739661,9760.525116325643,True,trail_ma,110,5,0.05116,0.14056,0.36397268070574845,0.9313,62,-0.03564394431249296,11,True
LII,2016-10-12,2016,-0.3058151527795503,-3110.034275378985,False,trail_ma,3,4,0.02926,0.06356,0.46035242290748896,0.6844,51,0.12947039629734802,36,True
LII,2019-02-05,2019,1.671843813473262,38833.04705003343,True,trail_ma,81,4,0.03362,0.11146,0.3016328727794724,0.6917,31,-0.013245214292706753,11,True
LIN,2005-04-11,2005,-1.0296549116638525,-659.8103743211223,False,stop,3,5,0.03375,0.07157,0.4715662987285176,0.7842,81,0.04844752916196593,6,True
LIN,2020-09-02,2020,-1.105645085882062,-38824.67098271284,False,stop_gap,12,4,0.03843,0.12063,0.31857746829146977,0.831,48,0.12054185862777844,14,True
LLY,2014-12-02,2014,-0.0383020666247629,-444.942916650754,False,stop,24,3,0.02368,0.08463,0.27980621529008626,0.837,87,0.053617822546505156,4,True
LMT,2005-04-04,2005,-0.8640422362844463,-1854.3663545612465,False,trail_ma,10,4,0.02805,0.13415,0.20909429742825195,0.6017,52,-0.007251124289901711,24,True
LMT,2012-04-16,2012,-0.0478626613902571,-231.2289093987161,False,stop,13,6,0.02127,0.07384,0.2880552546045504,0.7212,79,0.17088726458964798,24,True
LNG,2006-02-14,2006,-0.1158565342779128,-21.170777109823263,False,stop_gap,19,4,0.03395,0.12304,0.2759265279583875,0.5429,53,0.01780096344162785,18,True
LNG,2021-06-10,2021,-0.655271819083941,-39689.6256177984,False,trail_ma,23,4,0.03507,0.09791,0.3581860892656521,0.8504,48,0.10206168492901635,12,True
LNG,2025-05-30,2025,-0.6548770528948235,-22745.24588260273,False,trail_ma,7,4,0.0489,0.20157,0.24259562434886142,0.7132,44,0.003213939401304211,2,True
LRCX,2014-09-17,2014,-1.023362050009128,-23453.24080443436,False,stop,17,3,0.02737,0.0853,0.32086752637749116,0.5203,23,-0.007953779699848784,10,True
LRN,2023-10-17,2023,-1.0372634310850677,-764.0449367796543,False,stop,3,4,0.02339,0.16212,0.14427584505304714,0.8266,76,0.06611767937155322,15,True
LSAK,2005-12-07,2005,4.104553799067856,694.9206865903685,True,trail_ma,61,5,0.06304,0.26655,0.23650347026824234,0.3025,56,-0.13273376719341046,8,True
LTC,2004-08-26,2004,1.5366704767570427,1763.3578425819926,True,trail_ma,59,3,0.02968,0.09412,0.31534211644708887,0.8321,33,0.03058696761079971,10,True
LUV,2010-01-22,2010,-1.0182840303995857,-4957.805331255854,False,stop,3,3,0.05857,0.19802,0.29577820422179574,0.6202,58,0.16691458961450523,10,True
LXP,2012-05-10,2012,-1.027033004205941,-4995.623707974117,False,stop,3,3,0.03943,0.10164,0.3879378197560016,0.7491,25,-0.0021861859672815953,5,True
LXP,2022-04-01,2022,-2.1317977364033,-137797.23637992094,False,stop_gap,5,3,0.04893,0.12706,0.3850936565402172,0.8467,54,0.012706353814164295,9,True
MA,2017-05-18,2017,5.96527478870258,86615.0425221565,True,target,100,4,0.01917,0.06356,0.3016047828823159,0.7969,58,0.021000957498183093,21,True
MAA,2006-06-30,2006,2.267619729751805,5198.648910198526,True,trail_ma,88,3,0.04585,0.1049,0.4370829361296473,0.8613,30,0.013430453486804161,9,True
MAIN,2011-12-29,2011,2.093676587753732,22287.303764664288,True,trail_ma,70,5,0.0415,0.09091,0.45649543504564954,0.7783,58,0.11134841275185825,7,True
MAIN,2016-06-01,2016,1.0007054893456115,17824.521600317756,True,trail_ma,96,6,0.03928,0.19776,0.19862459546925568,0.7508,66,0.058864931804717635,35,True
MAIN,2024-12-19,2024,1.6683117239759375,38306.9130085577,True,trail_ma,46,3,0.02202,0.0591,0.3725888324873097,0.9534,38,0.07116365251390588,4,True
MAN,2007-07-19,2007,-1.0265129637240782,-4040.5899789375408,False,stop,1,6,0.04023,0.09953,0.40419973877222953,0.9902,77,0.18778655192827287,25,True
MAN,2013-12-04,2013,-0.0450481477881389,-378.6910858808204,False,stop,34,6,0.02352,0.07205,0.32643997224149895,0.5195,57,0.05057552135329124,2,True
MAN,2018-01-11,2018,-0.0360067021948516,-659.9150609168722,False,stop,15,3,0.02122,0.05025,0.4222885572139303,0.4113,22,-0.021629120674185542,7,True
MANH,2013-10-18,2013,5.967379674691296,108372.54327200942,True,target,35,4,0.0255,0.06876,0.3708551483420593,0.9495,42,0.04807687058349863,19,True
MAR,2006-11-06,2006,5.958561145522598,12941.503919171091,True,target,63,6,0.02191,0.07721,0.2837715321849501,0.7706,61,0.13132810080527446,4,True
MAR,2014-03-27,2014,5.963084452523305,88827.45716343608,True,target,102,3,0.02962,0.08383,0.35333412859358226,0.7414,37,0.07130309866726914,8,True
MAR,2017-12-15,2017,5.942086820584268,2928.9622975382804,True,target,28,3,0.02053,0.05091,0.40326065605971323,0.7276,23,0.04472002465607283,3,True
MAS,2016-04-26,2016,-1.0460861292919237,-11556.231269663647,False,stop_gap,3,3,0.02928,0.17072,0.17150890346766634,0.7781,69,0.12036526031922867,12,True
MASI,2020-09-18,2020,-0.4227511330669973,-16455.429469843082,False,trail_ma,2,3,0.04917,0.14459,0.3400650114115776,0.6873,28,-0.10195881466599699,14,True
MATV,2012-01-25,2012,-0.4350324402337807,-4510.645453894189,False,trail_ma,2,3,0.05034,0.10131,0.4968907314184188,0.6994,28,-0.06934265339264278,24,True
MC,2021-06-30,2021,-0.9596695466462588,-50468.80409053327,False,trail_ma,12,5,0.04393,0.10934,0.40177428205597215,0.8032,56,-0.03590348862156856,16,True
MC,2025-01-08,2025,-1.1863161469542671,-40328.93303810297,False,stop_gap,1,3,0.04118,0.11028,0.37341313021400074,0.5409,38,-0.07144595609471716,3,True
MCB,2021-04-22,2021,2.1753681833783096,108365.58575812442,True,trail_ma,46,5,0.05455,0.12778,0.42690561903271246,0.8866,57,0.22222217450280568,4,True
MCB,2022-03-30,2022,-0.4691636619907754,-33480.68671808196,False,trail_ma,2,4,0.06502,0.17084,0.3805900257550925,0.5992,51,-0.07807910969328802,1,True
MCD,2007-09-11,2007,3.030656307301926,13689.627794513945,True,trail_ma,79,3,0.04727,0.10748,0.4398027540007443,0.7254,31,-0.049981447652790445,5,True
MCD,2016-03-18,2016,0.2120653561805349,3724.4519052922738,True,trail_ma,43,3,0.03247,0.09709,0.3344319703368009,0.8167,25,-0.03794802769776462,8,True
MCD,2019-05-01,2019,1.9458194284675996,28601.14210101564,True,trail_ma,92,5,0.01802,0.10896,0.16538179148311308,0.6339,93,0.015861834518298368,10,True
MCHP,2014-04-24,2014,-0.7413546950770318,-14415.938477382882,False,trail_ma,6,5,0.02491,0.0612,0.4070261437908497,0.4773,39,0.013040081188093966,27,True
MCK,2014-08-01,2014,-0.8712985484638663,-11025.080135416296,False,trail_ma,5,3,0.02658,0.05479,0.4851250228143822,0.8019,27,-0.005511947863363953,15,True
MCO,2011-05-26,2011,-0.0386276324398251,-266.389676971903,False,stop,14,4,0.02796,0.05976,0.4678714859437751,0.7513,48,0.17774386442949086,7,True
MCO,2013-10-25,2013,0.1710865955492096,2344.038329269557,True,trail_ma,33,3,0.03304,0.11107,0.2974700639236517,0.929,41,0.010804318192001006,16,True
MD,2004-01-20,2004,0.7556280345037609,1237.847729828672,True,trail_ma,40,3,0.04394,0.14051,0.3127179560173653,0.5974,46,0.028933134012524286,5,True
MD,2014-03-21,2014,-1.023337730555253,-14809.420347075276,False,stop,15,3,0.02644,0.08079,0.32726822626562696,0.999,55,0.09221369225256582,15,True
MD,2015-03-18,2015,-1.0378389475495604,-781.1585008407172,False,stop,30,3,0.02268,0.0476,0.47647058823529403,0.7731,42,0.06238913747460728,15,True
MDLZ,2019-09-10,2019,-0.4834588175316331,-10737.206983592854,False,trail_ma,2,3,0.02842,0.06061,0.46889952153110054,0.7393,21,-0.006875245594438972,8,True
MDU,2005-11-18,2005,-0.2063006666883222,-515.9487564303697,False,trail_ma,6,3,0.04765,0.13574,0.35103875055252687,0.7474,29,-0.10692183543320255,4,True
MDXG,2013-06-24,2013,-1.02186634564675,-13929.044633454996,False,stop,3,3,0.04898,0.12553,0.3901856130008763,0.9987,35,0.036671332362352205,2,True
MEDP,2018-05-07,2018,9.834142042903656,220958.5159750125,True,target_gap,59,3,0.04784,0.19191,0.24928351831587725,0.3844,44,-0.0290150003330214,5,True
MEOH,2005-03-22,2005,-1.020087496808436,-1656.9596806881725,False,stop,14,3,0.05334,0.12201,0.43717728055077454,0.9599,33,0.10091224907929397,5,True
MEOH,2006-04-04,2006,-0.0168713009227497,-42.9528597561592,False,stop,28,4,0.05178,0.11066,0.4679197542020604,0.5962,40,-0.04795514393335809,2,True
MFIC,2021-05-07,2021,-1.0216132310610488,-18429.01450811751,False,stop,3,3,0.03045,0.09389,0.3243156885717329,0.5801,28,-0.008834306410636206,9,True
MFIC,2024-05-30,2024,-0.0323804906503435,-994.4502343106844,False,stop,10,5,0.02211,0.04923,0.44911639244363194,0.7943,63,0.11005723599282957,21,True
MG,2026-04-09,2026,-0.0168713009227496,-617.0789626462171,False,stop,19,3,0.05802,0.17803,0.3259001291917093,0.6423,20,-0.03156565626158225,4,True
MGA,2013-06-03,2013,-0.0300863938643239,-302.0072545605089,False,stop,15,3,0.03313,0.08236,0.40225837785332685,0.8842,32,0.12590742114899967,3,True
MGEE,2012-06-15,2012,1.7933710227096846,6015.943194521458,True,trail_ma,96,4,0.02603,0.06356,0.4095342983008181,0.5662,44,-0.02177585516360625,37,True
MGM,2007-09-25,2007,0.6031022659341311,222.8116290809804,True,trail_ma,33,3,0.03838,0.20825,0.18429771908763504,0.4135,48,-0.04521379590233776,8,True
MGM,2017-06-12,2017,-0.0218234924121699,-565.2170164750614,False,stop,14,3,0.03608,0.08659,0.4166762905647303,0.68,38,0.1347825820880495,21,True
MHK,2005-01-20,2005,-0.6128238531586024,-831.4333993541543,False,trail_ma,2,3,0.04,0.08422,0.4749465685110425,0.6143,48,0.11934209068808155,26,True
MITK,2013-06-13,2013,-0.0168713009227489,-215.10925289511323,False,stop,1,3,0.09895,0.21528,0.45963396506874765,0.9253,23,0.15798607834235523,2,True
MKC,2016-03-18,2016,-0.0308749388200527,-368.8447199587772,False,stop,18,3,0.02436,0.08991,0.2709376042709376,0.7778,36,0.0954756884996566,9,True
MKL,2025-07-31,2025,-0.5729949408612844,-5920.273996014259,False,stop_gap,1,4,0.0238,0.04934,0.4823672476692339,0.7417,39,0.045757130767593024,11,True
MKTX,2016-05-24,2016,3.2640875219609407,53718.129518156034,True,trail_ma,91,4,0.07147,0.15437,0.46297855800997606,0.9409,73,0.12080942539833028,27,True
MLCO,2013-09-03,2013,5.970869389647916,106463.0608264855,True,target,66,4,0.04504,0.1881,0.23944710260499733,0.9075,51,0.10119036880829246,1,True
MLCO,2018-03-27,2018,0.7258697086339982,20075.79603041678,True,trail_ma,49,3,0.07756,0.18137,0.4276341181011193,0.6018,34,-0.03978037894992381,3,True
MLM,2014-04-07,2014,-1.0211252162281408,-21036.692133858935,False,stop,14,3,0.02992,0.11374,0.26305609284332687,0.973,32,0.08190937902681927,18,True
MLR,2026-05-06,2026,-1.01567150092275,-39326.33399968016,False,stop,1,5,0.05027,0.11667,0.4308734036170396,0.8553,41,-0.0034037226663008457,2,True
MMI,2015-02-03,2015,-0.0168713009227498,-364.5223083827504,False,stop,22,5,0.07402,0.18205,0.40659159571546283,0.8706,81,0.1550712521267701,5,True
MMS,2007-11-14,2007,-1.853486388600185,-9551.447522646124,False,stop_gap,1,6,0.04573,0.13475,0.33936920222634503,0.7489,50,0.06578123762026289,23,True
MMSI,2015-02-25,2015,0.5606035692133527,10529.437353444177,True,trail_ma,37,4,0.04258,0.08804,0.48364379827351206,0.7806,53,0.17279895323906835,7,True
MMSI,2018-10-22,2018,-0.856765591458802,-21746.374657565462,False,trail_ma,3,4,0.05063,0.13942,0.36314732463061256,0.9043,41,0.03301733324105238,22,True
MNRO,2012-01-06,2012,1.6246759559672606,16536.85976940924,True,trail_ma,49,3,0.06003,0.20187,0.29736959429335713,0.5553,43,-0.02532929509254478,36,True
MNST,2011-04-21,2011,-0.0354998795186431,-255.99360751302368,False,stop,7,3,0.02913,0.07953,0.3662768766503206,0.5982,37,0.06098582099070082,2,True
MNST,2017-11-08,2017,2.33144225752639,44336.24930186792,True,trail_ma,60,5,0.01621,0.06449,0.251356799503799,0.707,85,0.08280862746085638,11,True
MO,2012-01-03,2012,-0.5830476039446044,-3815.395663754753,False,trail_ma,15,6,0.03167,0.07061,0.4485200396544398,0.9478,56,0.06840742662710797,16,True
MODG,2018-03-16,2018,5.963660026467362,126251.24819091902,True,target,59,3,0.0381,0.12232,0.3114780902550687,0.8408,44,0.04232397716831571,12,True
MOFG,2025-02-05,2025,-0.7705160481218721,-25764.224340190274,False,trail_ma,13,3,0.08653,0.18049,0.4794171422239459,0.9012,30,-0.045121690248736246,2,True
MOG-A,2005-04-04,2005,-0.5521568735978192,-686.0336937458445,False,trail_ma,5,3,0.07643,0.16985,0.44998528113040914,0.8211,43,-1.3164381662544855e-07,25,True
MORN,2015-06-30,2015,-0.0935707734469318,-645.44033752279,False,stop_gap,3,3,0.01843,0.07167,0.25715083019394447,0.9095,39,0.030216963563872046,8,True
MOS,2004-08-27,2004,1.0913249514254852,1785.163159752104,True,trail_ma,33,3,0.047,0.12841,0.3660151078576435,0.5139,34,0.05308502794751346,1,True
MOV,2007-05-30,2007,-1.0282907742212224,-3643.621637808408,False,stop,6,3,0.03761,0.20706,0.18163817251038344,0.6047,27,-0.051287523547172253,17,True
MPLX,2023-05-02,2023,-1.0564975980447349,-23482.767697380663,False,stop,3,4,0.01766,0.06165,0.28645579886455796,0.7673,35,-0.00255688367873641,5,True
MPLX,2025-08-04,2025,-0.4864523602568322,-13777.073962465862,False,trail_ma,2,6,0.0192,0.07434,0.258272800645682,0.8252,58,-0.013065306263150389,9,True
MPT,2009-10-09,2009,-0.0168713009227507,-93.91847617297722,False,stop,13,6,0.06948,0.17698,0.39258673296417673,0.8583,86,0.22415513658792818,2,True
MPW,2009-10-09,2009,-0.0168713009227495,-77.10703939523343,False,stop,13,6,0.06948,0.17698,0.39258673296417673,0.8583,86,0.2241549115373933,2,True
MPWR,2012-04-17,2012,-1.023412744056262,-7464.583606187055,False,stop_gap,4,3,0.04571,0.12853,0.35563681630747684,0.6708,25,0.003527609142169208,9,True
MRK,2023-03-07,2023,-0.4601646041635175,-24745.12714372112,False,trail_ma,2,3,0.04746,0.09548,0.49706744868035196,0.8246,33,-0.011112217889866272,1,True
MRUS,2025-12-10,2025,-1.1228386279499971,-1498.691580427619,False,stop,12,6,0.00374,0.09249,0.040436803978808514,0.3985,69,0.3900289983155796,3,True
MRVL,2005-08-22,2005,-0.7051742886023917,-1550.5534568092642,False,trail_ma,23,5,0.07266,0.15671,0.46365898793950616,0.9873,91,0.18153621959245947,8,True
MRVL,2009-08-27,2009,0.5426555836513339,2669.211784141936,True,trail_ma,30,4,0.06431,0.13093,0.49117849232414273,0.8843,46,0.15793809033851414,16,True
MRVL,2021-11-04,2021,-0.0208406331917445,-160.8316753698532,False,stop,19,3,0.03303,0.11128,0.2968188353702372,0.9281,24,0.06571091425288311,6,True
MS,2007-06-07,2007,-0.5984067062356319,-2416.1940204314333,False,trail_ma,12,5,0.0454,0.1606,0.28268991282689915,0.7103,68,0.042311631270132155,5,True
MSA,2023-08-02,2023,-0.5117295773511161,-24481.001596477625,False,trail_ma,26,4,0.03824,0.07669,0.4986308514799844,0.7276,62,0.296374853594469,9,True
MSBI,2017-06-15,2017,-0.9018128328214112,-5957.800396628259,False,trail_ma,4,3,0.04548,0.09117,0.4988483053636064,0.8194,40,0.03044049204711019,9,True
MSFT,2016-03-18,2016,-1.0156715009227495,-1314.6033446764711,False,stop,24,3,0.04512,0.12525,0.3602395209580838,0.7844,27,-0.031578804387327186,6,True
MSFT,2021-08-20,2021,-1.0201269332164573,-4057.010051088778,False,stop,26,5,0.02209,0.09544,0.23145431684828163,0.9511,70,0.10498122477500149,11,True
MSGS,2026-04-13,2026,2.690032222651188,100332.59357587971,True,end_of_test,76,4,0.05433,0.11175,0.4861744966442953,0.8633,32,0.07495736552366017,13,True
MSI,2011-04-28,2011,-0.0306656562428038,-91.53824219209216,False,stop,3,3,0.03605,0.08516,0.42332080789102866,0.6317,44,0.1093552278394927,12,True
MSI,2019-05-09,2019,5.967357471250256,49085.67380014242,True,target_gap,42,5,0.02869,0.17831,0.1608995569513768,0.7414,82,0.09451839672045059,19,True
MSM,2023-10-09,2023,-0.0213742961111532,-1091.8290771486568,False,stop,8,3,0.03146,0.08739,0.359995422817256,0.7508,18,-0.05473757675515356,9,True
MT,2026-01-07,2026,1.2651263562026271,20098.18970006825,True,trail_ma,45,5,0.04485,0.10441,0.4295565558854516,0.9097,54,0.13655153910836093,8,True
MTD,2020-09-30,2020,5.962136592685376,153569.16402017264,True,target,27,4,0.03605,0.12688,0.2841267339218159,0.8082,77,0.29502789339420254,23,True
MTN,2009-12-07,2009,-1.0156715009227493,-5232.766217056318,False,stop,1,3,0.06313,0.20842,0.30289799443431537,0.7807,43,0.012320338652234142,8,True
MTN,2017-08-28,2017,-0.1958918195116784,-1517.3030396117974,False,trail_ma,27,4,0.01871,0.07548,0.24788023317435082,0.6288,45,-0.00439778698757054,15,True
MTRN,2017-07-28,2017,-0.6884830550509536,-4532.164480033286,False,trail_ma,15,4,0.05669,0.14801,0.3830146611715424,0.7917,35,-0.025576967097311276,27,True
MTRX,2007-01-08,2007,0.1106011273490263,283.2419463126934,True,trail_ma,38,4,0.07077,0.14485,0.488574387297204,0.5406,64,0.19485290766174912,23,True
MTZ,2011-02-15,2011,3.4562398110792945,29415.82640249389,True,trail_ma,68,5,0.0525,0.10659,0.4925415142133408,0.8584,45,0.03359176183079837,4,True
MU,2005-11-21,2005,-1.0156715009227506,-584.4392380023787,False,stop,11,5,0.05678,0.11461,0.4954192478841287,0.6125,76,0.13720756798450884,2,True
MU,2014-02-06,2014,-0.0264494794508477,-568.9182797605482,False,stop_gap,16,4,0.05212,0.14218,0.3665775777183851,0.7503,80,0.26206881022679607,4,True
MUX,2010-09-14,2010,-0.4694787875298986,-348.024296448068,False,trail_ma,10,4,0.09515,0.21324,0.4462108422434815,0.6489,34,-0.0533087237555121,20,True
MXL,2026-01-29,2026,-1.0156715009227495,-32964.4462992669,False,stop,1,3,0.08767,0.30598,0.28652199490162755,0.9773,60,0.0663044155432746,7,True
MYE,2026-03-05,2026,-1.0196056317946127,-30758.821369618807,False,stop,1,3,0.05465,0.1119,0.4883824843610366,0.9965,41,0.154120106132845,10,True
MYGN,2021-08-03,2021,-0.0168713009227486,-962.9043324305115,False,stop,5,4,0.09085,0.23312,0.38971345229924503,0.7346,42,0.02499997615814209,21,True
MYRG,2021-10-21,2021,-0.0333996428423647,-463.1386139817956,False,stop,4,3,0.03283,0.13853,0.23698837796867106,0.7651,30,-0.04439819328425609,3,True
NBIX,2006-03-15,2006,-1.0187793607558946,-2061.198857512752,False,stop,9,4,0.05704,0.12344,0.46208684381075826,0.9803,42,0.08330788843762593,2,True
NBXG,2024-07-01,2024,-0.0457084433464376,-1189.9807798106276,False,stop,11,4,0.02313,0.05425,0.4263594470046083,0.8838,54,0.10046295576023279,1,True
NDSN,2012-11-05,2012,-0.332017997261171,-3890.334808159783,False,trail_ma,8,3,0.04132,0.08998,0.45921315847966215,0.6992,27,-0.06883961997288168,4,True
NDSN,2019-12-11,2019,-1.0440779699321296,-12635.982752393167,False,stop,1,3,0.02226,0.08592,0.25907821229050276,0.8947,34,0.11818404872557231,16,True
NEE,2021-12-03,2021,-0.5655633018339863,-40908.527497749004,False,trail_ma,24,3,0.03839,0.11452,0.3352252881592735,0.9852,44,-0.005519203827609398,17,True
NEWT,2021-05-12,2021,2.886591370619344,145489.01810162683,True,trail_ma,47,3,0.05,0.13425,0.37243947858473,0.5183,24,-0.010772745214785329,14,True
NEXT,2024-08-02,2024,-1.0156715009227502,-57980.309225336605,False,stop,1,4,0.08354,0.21046,0.39694003611137507,0.6382,44,0.002548841804894897,7,True
NFG,2006-07-25,2006,-0.0250523328732624,-68.56253629251228,False,stop,21,3,0.03744,0.09714,0.38542310067943175,0.7755,32,0.011760623463030306,4,True
NFG,2014-02-07,2014,-0.4527888511046347,-10490.005568415996,False,trail_ma,22,3,0.0319,0.08076,0.39499752352649825,0.7159,35,-0.0019371639473130253,20,True
NFG,2025-07-15,2025,-0.3118103484120508,-12333.476293243795,False,trail_ma,25,4,0.03975,0.1274,0.31200941915227626,0.6223,47,0.051534831776810064,23,True
NGG,2007-04-18,2007,-1.0291206474426,-2967.4661110338234,False,stop,16,3,0.02511,0.07841,0.3202397653360541,0.6744,23,0.001668218272131483,13,True
NGG,2014-05-07,2014,0.2370214673381289,934.8335179599871,True,trail_ma,60,4,0.02213,0.04759,0.46501365833158226,0.8891,55,0.041415618469414994,18,True
NMM,2009-10-09,2009,-0.0280673060512348,-116.8643439936842,False,stop,13,3,0.03767,0.128,0.294296875,0.9148,25,-0.023200392086056842,2,True
NMM,2014-08-04,2014,-0.0202858331803618,-21.38143708485495,False,stop,29,3,0.02579,0.05767,0.4471995838390845,0.551,20,0.0052913833348902095,36,True
NMR,2006-02-28,2006,-0.4513808793501818,-1352.910680201623,False,trail_ma,3,3,0.0468,0.14467,0.32349485034907033,0.7799,34,-0.09139784432536302,3,True
NNI,2005-12-20,2005,0.9499289080337562,2048.2069999436458,True,trail_ma,42,3,0.03124,0.10835,0.2883248730964467,0.6193,32,-0.03569622746992063,19,True
NNI,2023-05-24,2023,-0.3515340741853224,-17547.88290020143,False,trail_ma,2,4,0.02863,0.07618,0.3758204253084799,0.9686,42,-0.046928293646348096,32,True
